judul,Judul_id,Pasal,Pasal_id,Content
UU No 1 Tahun 1970,1000170,PASAL 16,100017000016,"Pengusaha yang mempergunakan tempat tempat kerja yang sudah ada pada waktu Undang undang ini mulai berlaku wajib mengusahakan di didalam satu tahun sesudah Undang undang ini mulai berlaku, untuk memenuhi ketentuan ketentuan menurut atau berdasarkan Undang  undang ini."
UU No 1 Tahun 1970,1000170,PASAL 17,100017000017,"Selama peraturan perundangan untuk melaksanakan ketentuan dalam Undang undang ini belum di keluarkan, maka peraturan dalam bidang keselamatan kerja yang ada pada waktu Undang undang ini mulai berlaku, tetapi berlaku sepanjang tidak bertentangan dengan Undang  undang ini."
UU No 1 Tahun 1970,1000170,PASAL 18,100017000018,"Undang undang ini disebut ""UNDANG UNDANG KESELAMATAN KERJA"" dan mulai berlaku pada hari diundangkan. Agar supaya setiap orang dapat mengetahuinya, memerintahkan pengundangan Undang undang ini dengan penempatan dalam Lembaran Negara Republik Indonesia."
UU No 40 Tahun 2007,1004007,PASAL 35,100400700035,"(1) Pemegang saham dan kreditor lainnya yang m empunyai   tagihan terhadap Perseroan tidak dapat menggunakan hak  tagihnya sebagai kompensasi  kewajiban penyetoran atas   harga saham yang t elah diambilnya, kecuali disetujui oleh  RUPS.  (2) Hak tagih terhadap Perseroan sebagaimana dimaksud  pada ayat (1) yang dapat dikompensasi dengan setoran   saham adalah hak tagih atas tagihan t erhadap Perseroan  yang timbul karena:  a. Perseroan telah menerima uang atau penyerahan  benda berwujud atau benda tidak berwujud yang   dapat dinilai dengan uang;  b. pihak yang menjadi penanggung atau penjamin utang   Perseroan telah membayar lunas utang Perseroan   sebesar yang ditanggung atau dijamin; atau  c. Perseroan menjadi penanggung atau penjamin utang  dari pihak ketiga dan Pe rseroan telah menerima  manfaat berupa uang atau barang yang dapat dinilai  dengan uang yang langsung atau tidak langsung  secara nyata telah diterima Perseroan.  (3) Keputusan . . .    20    (3) Keputusan RUPS sebagaimana dimaksud pada ayat (1)  sah apabila dilakukan sesuai dengan ketentuan mengenai  panggilan rapat, kuorum, dan jumlah suara untuk perubahan anggaran dasar sebagaimana diatur dalam  UndangUndang ini dan/atau anggaran dasar."
UU No 40 Tahun 2007,1004007,PASAL 36,100400700036,"(1) Perseroan dilarang mengeluarkan saham baik untuk  dimiliki sendiri maupun dimiliki oleh Perseroan lain, yang  sahamnya secara langsung atau tidak langsung telah  dimiliki oleh Perseroan.  (2) Ketentuan larangan kepemilikan saham sebagaimana  dimaksud pada ayat (1) tidak berlaku terhadap  kepemilikan saham yang diperoleh berdasarkan peralihan  karena hukum, hibah, atau hibah wasiat .  (3) Saham yang diperoleh berdasarkan ketentuan  sebagaimana dimaksud pada ayat (2), dalam jangka waktu  1 (satu) tahun setelah tanggal perolehan harus dialihkan  kepada pihak lain yang tidak dilarang memiliki saham  dalam Perseroan.   (4) Dalam hal Perseroan lain sebagaimana dimaksud pada  ayat (1) merupakan  perusahaan efek, berlaku ketentuan  peraturan perundangundangan di bidang pasar modal.        Bagian Kedua  Perlindungan Modal dan Kekayaan   Perseroan"
UU No 40 Tahun 2007,1004007,PASAL 37,100400700037,"(1)  Perseroan dapat membeli kembali saham yang telah  dikeluarkan dengan ketentuan:  a. pembelian kembali saham tersebut tidak  menyebabkan kekayaan bersih Perseroan menjadi  lebih kecil dari jumlah modal yang ditempatkan  ditambah cadangan wajib yang telah disisihkan; dan      b. jumlah . . .    21    b. jumlah nilai nominal seluruh saham yang  dibeli  kembali oleh Perseroan dan gadai saham atau jaminan  fidusia atas saham yang dipegang oleh Perseroan sendiri dan/atau Perseroan lain yang sahamnya  secara langsung atau tidak langsung dimiliki oleh  Perseroan, tidak melebihi 10% (sepuluh persen) dari  jumlah modal yang ditempatkan dalam Perseroan, kecuali diatur lain dalam peraturan perundang undangan di bidang pasar modal.    (2) Pembelian kembali  saham, baik secara langsung maupun  tidak langsung, yang bertentangan dengan ayat (1) batal karena  hukum.   (3) Direksi secara tanggung renteng bertanggung jawab atas  kerugian yang diderita pemegang saham yang beritikad  baik, yang timbul akibat pembelian kembali yang batal  karena hukum sebagaimana dimaksud pada ayat (2).   (4) Saham yang dibeli kembali Perseroan sebagaimana  dimaksud pada ayat (1) hanya boleh dikuasai Perseroan  paling lama 3 (tiga) tahun."
UU No 40 Tahun 2007,1004007,PASAL 38,100400700038,"(1) Pembelian kembali saham sebagaimana dimaksud dalam  Pasal 37 ayat (1)  atau pengalihannya lebih lanjut hanya  boleh dilakukan berdasarkan persetujuan RUPS, kecuali ditentukan lain dalam peraturan perundangundangan di  bidang pasar modal.  (2) Keputusan RUPS yang memuat persetujuan sebagaimana  dimaksud pada ayat (1) sah apabila dilakukan sesuai dengan ketentuan mengenai panggilan rapat, kuorum, dan  persetujuan jumlah suara untuk perubahan anggaran  dasar sebagaimana diatur dalam UndangUndang ini  dan/atau anggaran dasar."
UU No 40 Tahun 2007,1004007,PASAL 39,100400700039,(1) RUPS dapat menyerahkan kewenangan kepada Dewan Komisaris guna menyetujui pelaksanaan keputusan RUPS  sebagaimana dimaksud dalam Pasal 38 untuk jangka  waktu paling lama 1 (satu) tahun.  (2) Penyerahan kewenangan sebagaimana dimaksud pada  ayat (1) setiap kali dapat diperpanjang untuk jangka  waktu yang sama.  (3) Penyerahan . . .    22    (3) Penyerahan kewenangan sebagaimana dimaksud pada  ayat (1) sewaktuwaktu dapat ditarik kembali oleh RUPS.
UU No 40 Tahun 2007,1004007,PASAL 40,100400700040,"(1) Saham yang dikuasai Perseroan karena pembelian  kembali, peralihan karena hukum, hibah atau hibah  wasiat, tidak dapat digunakan untuk mengeluarkan suara  dalam RUPS dan tidak  diperhitungkan dalam  menentukan jumlah kuorum yang harus dicapai sesuai  dengan ketentuan UndangUndang ini dan/atau anggaran  dasar.   (2) Saham sebagaimana dimaksud pada ayat (1) tidak berhak  mendapat pembagian dividen.       Bagian Ketiga  Penambahan Modal"
UU No 40 Tahun 2007,1004007,PASAL 41,100400700041,(1) Penambahan modal Perseroan dilakukan berdasarkan  persetujuan RUPS.  (2) RUPS dapat menyerahkan kewenangan kepada Dewan  Komisaris guna menyetujui pelaksanaan keputusan RUPS   sebagaimana dimaksud pada ayat (1) untuk jangka waktu  paling lama 1 (satu) tahun.  (3) Penyerahan kewenangan sebagaimana dimaksud pada  ayat (2) sewaktuwaktu dapat ditarik kembali oleh RUPS.
UU No 40 Tahun 2007,1004007,PASAL 42,100400700042,"(1) Keputusan RUPS untuk penambahan modal dasar adalah   sah apabila dilakukan dengan memperhatikan  persyaratan kuorum dan jumlah suara setuju untuk  perubahan anggaran dasar sesuai dengan ketentuan  dalam UndangUndang ini dan/atau anggaran dasar.  (2) Keputusan RUPS untuk penambahan modal ditempatkan  dan disetor dalam batas modal dasar adalah sah apabila  dilakukan dengan kuorum kehadiran lebih dari 1/2 (satu  perdua) bagian dari seluruh jumlah saham dengan hak   suara dan disetujui oleh lebih dari 1/2 (satu perdua)  bagian dari jumlah seluruh suara yang dikeluarkan,   kecuali ditentukan lebih besar dalam anggaran dasar .  (3) Penambahan . . .    23    (3) Penambahan modal sebagaimana dimaksud pada ayat (2)  wajib diberitahukan kepada Menteri untuk dicatat dalam  daftar Perseroan."
UU No 40 Tahun 2007,1004007,PASAL 43,100400700043,"(1) Seluruh saham yang dikeluarkan untuk penambahan  modal harus terlebih dahulu ditawarkan kepada setiap  pemegang saham seimbang dengan pemilikan saham  untuk klasifikasi saham yang sama.  (2) Dalam hal saham yang akan dikeluarkan untuk  penambahan modal merupakan saham yang klasifikasinya  belum pernah dikeluarkan, yang berhak membeli terlebih  dahulu adalah seluruh pemegang saham sesuai dengan  perimbangan jumlah saham yang dimilikinya.  (3) Penawaran sebagaimana dimaksud pada ayat (1) tidak  berlaku  dalam hal pengeluaran saham:  a. ditujukan kepada karyawan Perseroan;  b. ditujukan kepada pemegang obligasi atau efek lain  yang dapat dikonversikan menjadi saham, yang telah  dikeluarkan dengan persetujuan RUPS; atau    c. dilakukan dalam rangka reorganisasi dan/atau  restrukturisasi yang telah disetujui oleh RUPS.  (4) Dalam hal pemegang saham sebagaimana dimaksud pada  ayat (1) tidak menggunakan hak untuk membeli dan membayar lunas saham yang dibeli dalam jangka waktu  14 (empat belas) hari terhitung sejak tanggal penawaran,  Perseroan dapat menawarkan sisa saham yang tidak  diambil bagian tersebut kepada pihak ketiga.      Bagian Keempat  Pengurangan Modal"
UU No 40 Tahun 2007,1004007,PASAL 44,100400700044,(1) Keputusan RUPS untuk pengurangan modal Perseroan  adalah sah apabila dilakukan dengan memperhatikan  persyaratan ketentuan kuorum dan jumlah suara setuju  untuk perubahan anggaran dasar sesuai ketentuan dalam  UndangUndang ini dan/atau anggaran dasar.      (2) Direksi . . .    24    (2) Direksi wajib memberitahukan keputusan sebagaimana  dimaksud pada ay at (1) kepada semua kreditor dengan  mengumumkan dalam 1 (satu) atau lebih Surat  Kabar   dalam jangka waktu paling lambat 7 (tujuh) hari terhitung  sejak tanggal keputusan RUPS.
UU No 40 Tahun 2007,1004007,PASAL 45,100400700045,"(1) Dalam jangka waktu  60 (enam puluh) hari terhitung sejak  tanggal pengumuman sebagaimana dimaksud dalam Pasal  44 ayat (2), kreditor dapat mengajukan keberatan secara  tertulis disertai alasannya kepada Perseroan atas   keputusan pengurangan modal dengan tembusan kepada  Menteri.  (2) Dalam jangka waktu 30 (tiga puluh) hari terhitung sejak  keberatan sebagaimana dimaksud pada ayat (1) diterima,   Perseroan wajib memberikan jawaban secara tertulis atas   keberatan yang diajukan.  (3) Dalam hal Perseroan:   a. menolak keberatan atau tidak memberikan    penyelesaian yang disepakati kreditor dalam jangka  waktu 30 (tiga pul uh) hari terhitung sejak tanggal  jawaban Perseroan diterima; atau   b. tidak memberikan tanggapan dalam j angka waktu 60  (enam puluh) hari terhitung sejak tanggal keberatan  diajukan kepada Perseroan,  kreditor d apat mengajukan g ugatan ke  pengadilan negeri  yang daerah hukumnya meliputi tempat kedudukan  Perseroan."
UU No 40 Tahun 2007,1004007,PASAL 46,100400700046,(1) Pengurangan modal Perseroan merupakan perubahan  anggaran dasar yang harus mendapat persetujuan   Menteri.  (2) Persetujuan Menteri sebagaimana dimaksud pada ayat (1)  diberikan apabila:   a.  tidak terdapat keberatan  tertulis dari kreditor dalam  jangka  w aktu sebagaimana dimaksud dalam Pasal 45  ayat (1);  b. telah dicapai penyelesaian atas keberatan  yang  diajukan kreditor; atau   c. gugatan kreditor ditolak oleh pengadilan berdasarkan  putusan yang telah memperoleh kekuatan hukum  tetap.  Pasal 47 . . .    25  
UU No 40 Tahun 2007,1004007,PASAL 47,100400700047,"(1) Keputusan RUPS tentang pengurangan modal  ditempatkan dan disetor dilakukan dengan cara penarikan  kembali saham atau penurunan nilai nominal saham.  (2) Penarikan kembali saham sebagaimana dimaksud pada  ayat (1) dilakukan terhadap saham yang telah dibeli kembali oleh Perseroan atau terhadap saham dengan  klasifikasi yang dapat ditarik kembali.  (3) Penurunan nilai nominal saham tanpa pembayaran  kembali harus dilakukan secara seimbang terhadap seluruh saham dari setiap klasifikasi saham.  (4) Keseimbangan sebagaimana dimaksud pada ayat (3) dapat  dikecualikan dengan persetujuan semua pemegang saham  yang nilai nominal sahamnya dikurangi.  (5) Dalam hal terdapat lebih dari 1 (satu) klasifikasi saham,  keputusan RUPS tentang pengurangan modal hanya boleh  diambil setelah mendapat persetujuan terlebih dahulu dari  semua pemegang saham dari setiap klasifikasi saham  yang haknya dirugikan oleh keputusan RUPS tentang  pengurangan modal tersebut.      Bagian Kelima  Saham"
UU No 40 Tahun 2007,1004007,PASAL 48,100400700048,"(1)  Saham Perseroan dikeluarkan atas nama pemiliknya.  (2) Persyaratan kepemilikan saham dapat ditetapkan dalam  anggaran dasar dengan memperhatikan persyaratan yang  ditetapkan oleh instansi yang berwenang sesuai dengan  ketentuan peraturan perundangundangan.  (3)  Dalam hal persyaratan kepemilikan saham sebagaimana  dimaksud pada ayat (2) telah ditetapkan dan tidak  dipenuhi, pihak yang memperoleh kepemilikan saham  tersebut tidak dapat menjalankan hak selaku pemegang  saham dan saham tersebut tidak diperhitungkan dalam  kuorum yang harus dicapai sesuai dengan ketentuan UndangUndang ini dan/atau anggaran dasar.         Pasal 49 . . .    26  "
UU No 40 Tahun 2007,1004007,PASAL 49,100400700049,(1) Nilai saham harus dicantumkan dalam mata uang rupiah.  (2) Saham tanpa nilai nominal tidak dapat dikeluarkan.  (3) Ketentuan sebagaimana dimaksud pada ayat (2) tidak  menutup kemungkinan diaturnya pengeluaran saham   tanpa nilai nominal dalam peraturan perundang undangan di bidang pasar modal.
UU No 40 Tahun 2007,1004007,PASAL 50,100400700050,"(1) Direksi Perseroan wajib mengadakan dan menyimpan  daftar pemegang saham, yang memuat sekurang kurangnya:  a. nama dan alamat pemegang saham;  b. jumlah, nomor, tanggal perolehan saham yang dimiliki  pemegang  saham, dan klasifikasinya dalam hal  dikeluarkan lebih dari satu klasifikasi saham;   c. jumlah yang disetor atas setiap saham;  d. nama dan alamat dari orang perseorangan atau badan  hukum yang mempunyai hak gadai atas saham atau  sebagai penerima jaminan fidusia saham dan t anggal   perolehan hak gadai atau tanggal pendaftaran jaminan  fidusia tersebut;  e. keterangan penyetoran saham dalam bentuk lain   sebagaimana dimaksud dalam Pasal 34 ayat (2).  (2) Selain daftar pemegang saham sebagaimana dimaksud  pada ayat (1), Direksi Perseroan wajib mengadakan dan   menyimpan daftar khusus yang memuat keterangan   mengenai saham a nggota Direksi dan Dewan Komisaris  beserta keluarganya dalam Perseroan dan/atau pada  Perseroan lain serta tanggal saham itu diperoleh.  (3) Dalam daftar pemegang saham dan daftar khusus  sebagaimana dimaksud pada ayat (1) dan ayat (2) dicatat  juga setiap perubahan kepemilikan saham.  (4) Daftar pemegang saham dan daftar khusus sebagaimana  dimaksud pada ayat (1) dan ayat (2) di sediakan di tempat  kedudukan Perser oan agar  dapat dilihat oleh para  pemegang saham.  (5) Dalam hal peraturan perundangundangan di bidang   pasar modal tidak mengatur lain, ketentuan sebagaimana  dimaksud pada ayat (1), ayat (3), dan ayat (4) berlaku juga   bagi Perseroan Terbuka.  Pasal 51 . . .    27  "
UU No 40 Tahun 2007,1004007,PASAL 51,100400700051,Pemegang saham diberi bukti pemilikan saham untuk saham   yang dimilikinya.
UU No 40 Tahun 2007,1004007,PASAL 52,100400700052,"(1) Saham memberikan hak kepada pemiliknya untuk:  a. menghadiri dan mengeluarkan suara dalam RUPS;  b. menerima pembayaran dividen dan  sisa kekayaan  hasil likuidasi;  c. menjalankan hak lainnya berdasarkan Undang Undang ini.  (2) Ketentuan sebagaimana dimaksud pada ayat (1) berlaku   setelah saham dicatat dalam daftar pemegang saham atas   nama pemiliknya.  (3) Ketentuan sebagaimana dimaksud pada ayat (1) huruf a  dan huruf c tidak berlaku bagi klasifikasi saham tertentu  sebagaimana ditetapkan dalam UndangUndang ini.  (4) Setiap saham memberikan kepada pemiliknya hak yang  tidak dapat dibagi.  (5) Dalam hal 1 (satu) saham dimiliki ole h lebih da ri 1 (satu)   orang, hak yang timbul dari saham tersebut digunakan   dengan cara menunjuk 1 (satu) orang sebagai wakil  bersama."
UU No 40 Tahun 2007,1004007,PASAL 53,100400700053,"(1)  Anggaran dasar menetapkan 1 (satu ) klasifika si saham  atau lebih.  (2) Setiap saham dalam klasifikasi yang sama memberikan  kepada pemegangnya hak yang sama.  (3) Dalam hal terdapat lebih dari 1 (satu) klasifikasi saham,   anggaran dasar menetapkan salah satu di antaranya  sebagai saham biasa.  (4) Klasifikasi saham sebagaimana dimaksud pada ayat (3),  antara lain:  a. saham dengan hak suara atau tanpa hak suara;  b. saham dengan hak khusus untuk mencalonkan  anggota Direksi dan/atau anggota Dewan Komisaris;  c. saham yang setelah jangka waktu tertentu ditarik  kembali atau ditukar dengan klasifikasi saham lain;  d. saham . . .    28    d. saham yang memberikan hak kepada pemegangnya  untuk menerima dividen lebih dahulu dari pem egang   saham klasifikasi lain atas pembagian dividen secara   kumulatif atau nonkumulatif;             e. saham yang memberikan hak kepada pemegangnya  untuk menerima lebih dahulu dari pemegang saham  klasifikasi lain atas pembagian sisa kekayaan  Perseroan dalam likuidasi."
UU No 40 Tahun 2007,1004007,PASAL 54,100400700054,"(1) Anggaran dasar dapat menentukan pecahan nilai nominal  saham.  (2) Pemegang pecahan nilai nominal saham tidak diberikan  hak suara perseorangan, kecuali pemegang pecahan nilai  nominal saham, baik sendiri atau bersama pemegang  pecahan nilai nominal saham lainnya yang klasifikasi  sahamnya sama memiliki nilai nominal sebesar 1 (satu)  nominal saham dari klasifikasi tersebut.  (3) Ketentuan sebagaimana dimaksud dalam Pasal 52 ayat (4)  dan ayat (5) mutatis mutandis berlaku bagi pemegang  pecahan nilai nominal saham."
UU No 40 Tahun 2007,1004007,PASAL 55,100400700055,Dalam anggaran dasar Perseroan ditentukan cara pemindahan   hak atas saham sesuai dengan ketentuan peraturan  perundangundangan.
UU No 40 Tahun 2007,1004007,PASAL 56,100400700056,"(1) Pemindahan hak atas saham dilakukan de ngan akt a  pemindahan hak.  (2) Akta pemindahan hak sebagaimana dimaksud pada ayat  (1) atau salinannya disampaikan secara tertulis kepada   Perseroan.  (3) Direksi wajib mencatat pemindahan hak atas saham,  tanggal, dan hari pemindahan hak tersebut dalam daftar  pemegang saham atau daftar khusus sebagaimana  dimaksud dalam Pasal 50 ayat (1) dan ayat (2) dan  memberitahukan perubahan susunan pemegang saham   kepada Menteri untuk dicatat dalam daftar Perseroan  paling lambat 30 (tiga puluh) hari terhitung sejak tanggal  pencatatan pemindahan hak.  (4) Dalam . . .    29    (4) Dalam hal pemberitahuan sebagaimana dimaksud pada  ayat (3) belum dilakukan, Menteri menolak permohonan  persetujuan atau pemberitahuan yang dilaksanakan berdasarkan susunan dan nama pemegang saham yang  belum diberitahukan tersebut.   (5) Ketentuan mengenai tata cara pemindahan hak atas  saham yang diperdagangkan di pasar modal diatur dalam peraturan perundangundangan di bidang pasar modal."
UU No 40 Tahun 2007,1004007,PASAL 57,100400700057,"(1) Dalam anggaran dasar dapat diatur persyaratan mengenai  pemindahan hak atas saham, yaitu:  a. keharusan menawarkan terlebih dahulu kepada  pemegang saham dengan klasifikasi tertentu atau  pemegang saham lainnya;   b. keharusan mendapatkan persetujuan terlebih dahulu  dari Organ Perseroan; dan/atau  c. keharusan mendapatkan persetujuan terlebih dahulu  dari instansi yang berwenang sesuai dengan ketentuan  peraturan perundangundangan.  (2) Persyaratan sebagaimana dimaksud pada ayat (1) tidak  berlaku dalam hal pemindahan hak atas saham  disebabkan peralihan hak karena hukum, kecuali  keharusan sebagaimana dimaksud pada ayat (1) huruf c  berkenaan dengan kewarisan."
UU No 40 Tahun 2007,1004007,PASAL 58,100400700058,"(1) Dalam hal anggaran dasar mengharuskan pemegang  saham penjual menawarkan terlebih dahulu sahamnya  kepada pemegang saham klasifikasi tertentu atau  pemegang saham lain, dan dalam jangka waktu 30 (tiga  puluh) hari terhitung sejak tanggal penawaran dilakukan  ternyata pemegang saham tersebut tidak membeli,  pemegang saham penjual dapat menawarkan dan menjual  sahamnya kepada pihak ketiga.  (2) Setiap pemegang saham penjual yang diharuskan  menawarkan sahamnya sebagaimana dimaksud pada ayat  (1) berhak menarik kembali penawaran tersebut, setelah  lewatnya jangka waktu 30 (tiga puluh) hari sebagaimana  dimaksud pada ayat (1).    (3) Kewajiban . . .    30    (3) Kewajiban menawarkan kepada pemegang saham  klasifikasi tertentu atau pemegang saham lain  sebagaimana dimaksud pada ayat (1) hanya berlaku 1 (satu) kali."
UU No 40 Tahun 2007,1004007,PASAL 59,100400700059,"(1) Pemberian persetujuan pemindahan hak atas saham yang  memerlukan persetujuan Organ Perseroan atau  penolakannya harus diberikan secara tertulis dalam  jangka waktu paling lama 90 (sembilan puluh) hari  terhitung sejak tanggal Organ Perseroan menerima  permintaan persetujuan pemindahan hak tersebut.  (2) Dalam hal jangka waktu sebagaimana dimaksud pada  ayat (1) telah lewat dan Organ Perseroan tidak memberikan pernyataan tertulis, Organ Perseroan dianggap menyetujui pemindahan hak atas saham  tersebut.  (3) Dalam hal pemindahan hak atas saham disetujui oleh  Organ Perseroan, pemindahan hak harus dilakukan sesuai dengan ketentuan sebagaimana dimaksud dalam  Pasal 56 dan dilakukan dalam jangka waktu paling lama 90 (sembilan puluh) hari terhitung sejak tanggal  persetujuan diberikan."
UU No 40 Tahun 2007,1004007,PASAL 60,100400700060,(1) Saham merupakan benda bergerak dan memberikan hak  sebagaimana dimaksud dalam Pasal 52 kepada  pemiliknya.  (2) Saham dapat diagunkan dengan gadai atau jaminan  fidusia sepanjang tidak ditentukan lain dalam anggaran  dasar.  (3) Gadai saham atau jaminan fidusia atas saham yang telah  didaftarkan sesuai dengan ketentuan peraturan  perundangundangan wajib dicatat dalam daftar  pemegang saham dan daftar khusus sebagaimana  dimaksud dalam Pasal 50.  (4) Hak suara atas saham yang diagunkan dengan gadai atau  jaminan fidusia tetap berada pada pemegang saham.        Pasal 61 . . .    31  
UU No 40 Tahun 2007,1004007,PASAL 61,100400700061,"(1) Setiap pemegang saham berhak mengajukan gugatan  terhadap Perseroan ke pengadilan negeri apabila dirugikan  karena tindakan Perseroan yang dianggap tidak adil dan  tanpa alasan wajar sebagai akibat keputusan RUPS,  Direksi, dan/atau Dewan Komisaris.  (2) Gugatan sebagaimana dimaksud pada ayat (1) diajukan ke  pengadilan negeri yang daerah hukumnya meliputi tempat kedudukan Perseroan."
UU No 40 Tahun 2007,1004007,PASAL 62,100400700062,"(1) Setiap pemegang saham berhak meminta kepada  Perseroan agar sahamnya dibeli dengan harga yang wajar  apabila yang bersangkutan tidak menyetujui tindakan Perseroan yang merugikan pemegang saham atau  Perseroan, berupa:  a. perubahan anggaran dasar;  b. pengalihan atau penjaminan kekayaan Perseroan yang  mempunyai nilai lebih dari  50 % (lima puluh persen) kekayaan bersih Perseroan; atau  c. Penggabungan, Peleburan, Pengambilalihan, atau  Pemisahan.  (2) Dalam hal saham yang diminta untuk dibeli sebagaimana  dimaksud pada ayat (1) melebihi batas ketentuan pembelian kembali saham oleh Perseroan sebagaimana  dimaksud dalam Pasal 37  ayat (1) huruf b, Perseroan  wajib mengusahakan agar sisa saham dibeli oleh pihak  ketiga.      BAB IV : RENCANA KERJA, LAPORAN TAHUNAN, DAN PENGGUNAAN LABA    Bagian Kesatu   Rencana Kerja"
UU No 6 Tahun 2023,1000623,PASAL 1,100062300001,"Peraturan Pemerintah Pengganti UndangUndang Nomor 2 Tahun 2022 tentang Cipta Kerja (Lembaran Negara Republik Indonesia Tahun 2022 Nomor 238, Tambahan Lembaran Negara Republik Indonesia Nomor 6841) ditetapkan menjadi UndangUndang dan melampirkannya sebagai bagian yang tidak terpisahkan dari UndangUndang ini."
UU No 6 Tahun 2023,1000623,PASAL 2,100062300002,"UndangUndang ini mulai berlaku pada tanggal diundangkan SK No 176003 AAgar REPUBLIK TNDONESTA 4, Agar setizrp pengundangan penempatannya Indonesia.orang mengetahuinya, memerintahkar, UndangUndang ini dengandalam Lembaran Negare.. Republik"
