judul,BAB,Pasal,Content
UU_No_13_Tahun_2003_cleaned.txt,BAB XI: HUBUNGAN INDUSTRIAL,PASAL 136,"(1) Penyelesaian perselisihan hubungan industrial wajib dilaksanakan oleh pengusaha dan pekerja/buruh atau serikat pekerja/serikat buruh secara musyawarah untuk mufakat. (2) Dalam hal penyelesaian secara musyawarah untuk mufakat sebagaimana dimaksud dalam ayat (1) tidak tercapai, maka pengusaha dan pekerja/ buruh atau serikat pekerja/serikat buruh menyelesaikan perselisihan hubungan industrial melalui prosedur penyelesaian perselisihan hubungan industrial yang diatur dengan undang-undang. Paragraf 2 Mogok Kerja"
UU_No_13_Tahun_2003_cleaned.txt,BAB XI: HUBUNGAN INDUSTRIAL,PASAL 137,"Mogok kerja sebagai hak dasar pekerja/buruh dan serikat pekerja/serikat buruh dilakukan secara sah, tertib, dan damai sebagai akibat gagalnya perundingan."
UU_No_13_Tahun_2003_cleaned.txt,BAB XI: HUBUNGAN INDUSTRIAL,PASAL 138,"(1) Pekerja/buruh dan/atau serikat pekerja/serikat buruh yang bermaksud mengajak pekerja/buruh lain untuk mogok kerja pada saat mogok kerja berlangsung dilakukan dengan tidak melanggar hukum. (2) Pekerja/buruh yang diajak mogok kerja sebagaimana dimaksud dalam ayat (1), dapat memenuhi atau tidak memenuhi ajakan tersebut."
UU_No_13_Tahun_2003_cleaned.txt,BAB XI: HUBUNGAN INDUSTRIAL,PASAL 139,Pelaksanaan mogok kerja bagi pekerja/buruh yang bekerja pada perusahaan yang melayani kepentingan umum dan/atau perusahaan yang jenis kegiatan-nya membahayakan keselamatan jiwa manusia diatur sedemikian rupa sehingga tidak mengganggu kepentingan umum dan/atau membahayakan keselamatan orang lain.
UU_No_13_Tahun_2003_cleaned.txt,BAB XI: HUBUNGAN INDUSTRIAL,PASAL 140,"(1) Sekurang-kurangnya dalam waktu 7 (tujuh) hari kerja sebelum mogok kerja dilaksanakan, pekerja/buruh dan serikat pekerja/serikat buruh wajib memberitahukan secara tertulis kepada pengusaha dan instansi yang bertanggung jawab di bidang ketenagakerjaan setempat. (2) Pemberitahuan sebagaimana dimaksud dalam ayat (1) sekurang-kurang-nya memuat: a. waktu (hari, tanggal, dan jam) dimulai dan diakhiri mogok kerja; b. tempat mogok kerja; c. alasan dan sebab-sebab mengapa harus melakukan mogok kerja; dan d. tanda tangan ketua dan sekretaris dan/atau masing-masing ketua dan sekretaris serikat pekerja/serikat buruh sebagai penanggung jawab mogok kerja. (3) Dalam hal mogok kerja akan dilakukan oleh pekerja/buruh yang tidak menjadi anggota serikat pekerja/serikat buruh, maka pemberitahuan sebagaimana dimaksud dalam ayat (2) ditandatangani oleh perwakilan pekerja/buruh yang ditunjuk sebagai koordinator dan/atau penanggung jawab mogok kerja. (4) Dalam hal mogok kerja dilakukan tidak sebagaimana dimaksud dalam ayat (1), maka demi menyelamatkan alat produksi dan aset perusahaan, pengusaha dapat mengambil tindakan sementara dengan cara: a. melarang para pekerja/buruh yang mogok kerja berada di lokasi kegiatan proses produksi; atau b. bila dianggap perlu melarang pekerja/buruh yang mogok kerja berada di lokasi perusahaan. ditjen Peraturan Perundang-undangan(1) Instansi pemerintah dan pihak perusahaan yang menerima surat pemberitahuan mogok kerja sebagaimana dimaksud dalam Pasal 140 wajib memberikan tanda terima. (2) Sebelum dan selama mogok kerja berlangsung, instansi yang bertanggung jawab di bidang ketenagakerjaan wajib menyelesaikan masalah yang menyebabkan timbulnya pemogokan dengan mempertemukan dan merundingkannya dengan para pihak yang berselisih. (3) Dalam hal perundingan sebagaimana dimaksud dalam ayat (2) menghasilkan kesepakatan, maka harus dibuatkan perjanjian bersama yang ditandatangani oleh para pihak dan pegawai dari instansi yang bertanggung jawab di bidang ketenagakerjaan sebagai saksi. (4) Dalam hal perundingan sebagaimana dimaksud dalam ayat (2) tidak menghasilkan kesepakatan, maka pegawai dari instansi yang bertanggung jawab di bidang ketenagakerjaan segera menyerahkan masalah yang menyebabkan terjadinya mogok kerja kepada lembaga penyelesaian perselisihan hubungan industrial yang berwenang. (5) Dalam hal perundingan tidak menghasilkan kesepakatan sebagaimana dimaksud dalam ayat (4), maka atas dasar perundingan antara pengusaha dengan serikat pekerja/serikat buruh atau penanggung jawab mogok kerja, mogok kerja dapat diteruskan atau dihentikan untuk sementara atau dihentikan sama sekali."
UU_No_13_Tahun_2003_cleaned.txt,BAB XI: HUBUNGAN INDUSTRIAL,PASAL 142,(1) Mogok kerja yang dilakukan tidak memenuhi ketentuan sebagaimana dimaksud dalam Pasal 139 dan Pasal 140 adalah mogok kerja tidak sah. (2) Akibat hukum dari mogok kerja yang tidak sah sebagaimana dimaksud dalam ayat (1) akan diatur dengan Keputusan Menteri.
UU_No_13_Tahun_2003_cleaned.txt,BAB XI: HUBUNGAN INDUSTRIAL,PASAL 143,"(1) Siapapun tidak dapat menghalang-halangi pekerja/buruh dan serikat pekerja/serikat buruh untuk menggunakan hak mogok kerja yang dilakukan secara sah, tertib, dan damai. (2) Siapapun dilarang melakukan penangkapan dan/atau penahanan terhadap pekerja/buruh dan pengurus serikat pekerja/serikat buruh yang melakukan mogok kerja secara sah, tertib, dan damai sesuai dengan peraturan perundang- undangan yang berlaku."
UU_No_13_Tahun_2003_cleaned.txt,BAB XI: HUBUNGAN INDUSTRIAL,PASAL 144,"(1) Terhadap mogok kerja yang dilakukan sesuai dengan ketentuan sebagaimana dimaksud dalam Pasal 140, pengusaha dilarang: a. mengganti pekerja/buruh yang mogok kerja dengan pekerja/buruh lain dari luar perusahaan; atau b. memberikan sanksi atau tindakan balasan dalam bentuk apapun kepada pekerja/buruh dan pengurus serikat pekerja/serikat buruh selama dan sesudah melakukan mogok kerja."
UU_No_13_Tahun_2003_cleaned.txt,BAB XI: HUBUNGAN INDUSTRIAL,PASAL 145,"Dalam hal pekerja/buruh yang melakukan mogok kerja secara sah dalam melakukan tuntutan hak normatif yang sungguh- sungguh dilanggar oleh pengusaha, pekerja/buruh berhak mendapatkan upah. Paragraf 3 Penutupan Perusahaan (lock-out)"
UU_No_13_Tahun_2003_cleaned.txt,BAB XI: HUBUNGAN INDUSTRIAL,PASAL 146,(1) Penutupan perusahaan (lock out) merupakan hak dasar pengusaha untuk menolak pekerja/buruh sebagian atau seluruhnya untuk menjalankan pekerjaan sebagai akibat gagalnya perundingan. (2) Pengusaha tidak dibenarkan melakukan penutupan perusahaan (lock out) sebagai tindakan balasan sehubungan adanya tuntutan normatif dari pekerja/buruh dan/atau serikat pekerja/serikat buruh. (3) Tindakan penutupan perusahaan (lock out) harus dilakukan sesuai dengan ketentuan hukum yang berlaku.
UU_No_13_Tahun_2003_cleaned.txt,BAB XI: HUBUNGAN INDUSTRIAL,PASAL 147,"Penutupan perusahaan (lock out) dilarang dilakukan pada perusahaan-perusahaan yang melayani kepentingan umum dan/atau jenis kegiatan yang membahayakan keselamatan jiwa manusia, meliputi rumah sakit, pelayanan jaringan air bersih, pusat pengendali telekomunikasi, pusat penyedia tenaga listrik, pengolahan minyak dan gas bumi, serta kereta api."
UU_No_13_Tahun_2003_cleaned.txt,BAB XI: HUBUNGAN INDUSTRIAL,PASAL 148,"(1) Pengusaha wajib memberitahukan secara tertulis kepada pekerja/buruh dan/atau serikat pekerja/serikat buruh, serta instansi yang bertanggung jawab di bidang ketenagakerjaan setempat sekurang-kurangnya 7 (tujuh) hari kerja sebelum penutupan perusahaan (lock out) dilaksanakan. (2) Pemberitahuan sebagaimana dimaksud dalam ayat (1) sekurang-kurang-nya memuat: a. waktu (hari, tanggal, dan jam) dimulai dan diakhiri penutupan perusahaan (lock out); dan b. alasan dan sebab-sebab melakukan penutupan perusahaan (lock out). (3) Pemberitahuan sebagaimana dimaksud dalam ayat (1) ditandatangani oleh pengusaha dan/atau pimpinan perusahaan ditjen Peratura"
UU_No_13_Tahun_2003_cleaned.txt,BAB XI: HUBUNGAN INDUSTRIAL,PASAL 149,"n Perundang-undanganPasal 149 (1) Pekerja/buruh atau serikat pekerja/serikat buruh dan instansi yang bertanggung jawab di bidang ketenagakerjaan yang menerima secara langsung surat pemberitahuan penutupan perusahaan (lock out) sebagaimana dimaksud dalam Pasal 148 harus memberikan tanda bukti penerimaan dengan mencantumkan hari, tanggal, dan jam penerimaan. (2) Sebelum dan selama penutupan perusahaan (lock out) berlangsung, instansi yang bertanggung jawab di bidang ketenagakerjaan berwenang langsung menyelesaikan masalah yang menyebabkan timbulnya penutupan perusahaan (lock out) dengan mempertemukan dan merundingkannya dengan para pihak yang berselisih. (3) Dalam hal perundingan sebagaimana dimaksud dalam ayat (2) menghasilkan kesepakatan, maka harus dibuat perjanjian bersama yang ditandatangani oleh para pihak dan pegawai dari instansi yang bertanggung jawab di bidang ketenagakerjaan sebagai saksi. (4) Dalam hal perundingan sebagaimana dimaksud dalam ayat (2) tidak menghasilkan kesepakatan, maka pegawai dari instansi yang bertanggung jawab di bidang ketenagakerjaan segera menyerahkan masalah yang menyebabkan terjadinya penutupan perusahaan (lock out) kepada lembaga penyelesaian perselisihan hubungan industrial. (5) Apabila perundingan tidak menghasilkan kesepakatan sebagaimana dimaksud dalam ayat (4), maka atas dasar perundingan antara pengusaha dan serikat pekerja/serikat buruh, penutupan perusahaan (lock out) dapat diteruskan atau dihentikan untuk sementara atau dihentikan sama sekali. (6) Pemberitahuan sebagaimana dimaksud dalam Pasal 148 ayat (1) dan ayat (2) tidak diperlukan apabila: a. pekerja/buruh atau serikat pekerja/serikat buruh melanggar prosedur mogok kerja sebagaimana dimaksud dalam Pasal 140; b. pekerja/buruh atau serikat pekerja/serikat buruh melanggar ketentuan normatif yang ditentukan dalam perjanjian kerja, peraturan perusahaan, perjanjian kerja bersama, atau peraturan perundang-undangan yang berlaku. BAB XII : PEMUTUSAN HUBUNGAN KERJA"
UU_No_13_Tahun_2003_cleaned.txt,BAB XII: PEMUTUSAN HUBUNGAN KERJA,PASAL 150,"Ketentuan mengenai pemutusan hubungan kerja dalam undang-undang ini meliputi pemutusan hubungan kerja yang terjadi di badan usaha yang berbadan hukum atau tidak, milik orang perseorangan, milik persekutuan atau milik badan hukum, baik milik swasta maupun milik negara, maupun usaha-usaha sosial dan usaha-usaha lain yang mempunyai pengurus dan mempekerjakan orang lain dengan membayar upah atau imbalan dalam bentuk lain."
UU_No_13_Tahun_2003_cleaned.txt,BAB XII: PEMUTUSAN HUBUNGAN KERJA,PASAL 151,"(1) Pengusaha, pekerja/buruh, serikat pekerja/serikat buruh, dan pemerintah, dengan segala upaya harus mengusahakan agar jangan terjadi pemutusan hubungan kerja. (2) Dalam hal segala upaya telah dilakukan, tetapi pemutusan hubungan kerja tidak dapat dihindari, maka maksud pemutusan hubungan kerja wajib dirundingkan oleh pengusaha dan serikat pekerja/serikat buruh atau dengan pekerja/buruh apabila pekerja/buruh yang bersangkutan tidak menjadi anggota serikat pekerja/serikat buruh. (3) Dalam hal perundingan sebagaimana dimaksud dalam ayat (2) benar-benar tidak menghasilkan persetujuan, pengusaha hanya dapat memutuskan hubungan kerja dengan pekerja/buruh setelah memperoleh penetapan dari lembaga penyelesaian perselisihan hubungan industrial."
UU_No_13_Tahun_2003_cleaned.txt,BAB XII: PEMUTUSAN HUBUNGAN KERJA,PASAL 152,"(1) Permohonan penetapan pemutusan hubungan kerja diajukan secara tertulis kepada lembaga penyelesaian perselisihan hubungan industrial disertai alasan yang menjadi dasarnya. (2) Permohonan penetapan sebagaimana dimaksud dalam ayat (1) dapat diterima oleh lembaga penyelesaian perselisihan hubungan industrial apabila telah dirundingkan sebagaimana dimaksud dalam Pasal 151 ayat (2). (3) Penetapan atas permohonan pemutusan hubungan kerja hanya dapat diberikan oleh lembaga penyelesaian perselisihan hubungan industrial jika ternyata maksud untuk memutuskan hubungan kerja telah dirundingkan, tetapi perundingan tersebut tidak menghasilkan kesepakatan."
UU_No_13_Tahun_2003_cleaned.txt,BAB XII: PEMUTUSAN HUBUNGAN KERJA,PASAL 153,"(1) Pengusaha dilarang melakukan pemutusan hubungan kerja dengan alasan: a. pekerja/buruh berhalangan masuk kerja karena sakit menurut keterangan dokter selama waktu tidak melampaui 12 (dua belas) bulan secara terus-menerus; b. pekerja/buruh berhalangan menjalankan pekerjaannya karena memenuhi kewajiban terhadap negara sesuai dengan ketentuan peraturan perundang-undangan yang berlaku; c. pekerja/buruh menjalankan ibadah yang diperintahkan agamanya; d. pekerja/buruh menikah; e. pekerja/buruh perempuan hamil, melahirkan, gugur kandungan, atau menyusui bayinya; f. pekerja/buruh mempunyai pertalian darah dan/atau ikatan perkawinan dengan pekerja/buruh lainnya di dalam satu ditjen Peraturan Perundang-undangang. pekerja/buruh mendirikan, menjadi anggota dan/atau pengurus serikat pekerja/serikat buruh, pekerja/buruh melakukan kegiatan serikat pekerja/serikat buruh di luar jam kerja, atau di dalam jam kerja atas kesepakatan pengusaha, atau berdasarkan ketentuan yang diatur dalam perjanjian kerja, peraturan perusahaan, atau perjanjian kerja bersama; h. pekerja/buruh yang mengadukan pengusaha kepada yang berwajib mengenai perbuatan pengusaha yang melakukan tindak pidana kejahatan; i. karena perbedaan paham, agama, aliran politik, suku, warna kulit, golongan, jenis kelamin, kondisi fisik, atau status perkawinan; j. pekerja/buruh dalam keadaan cacat tetap, sakit akibat kecelakaan kerja, atau sakit karena hubungan kerja yang menurut surat keterangan dokter yang jangka waktu penyembuhannya belum dapat dipastikan. (2) Pemutusan hubungan kerja yang dilakukan dengan alasan sebagaimana dimaksud dalam ayat (1) batal demi hukum dan pengusaha wajib mempekerjakan kembali pekerja/buruh yang bersangkutan."
UU_No_13_Tahun_2003_cleaned.txt,BAB XII: PEMUTUSAN HUBUNGAN KERJA,PASAL 154,"Penetapan sebagaimana dimaksud dalam Pasal 151 ayat (3) tidak diperlukan dalam hal: a. pekerja/buruh masih dalam masa percobaan kerja, bilamana telah dipersyaratkan secara tertulis sebelumnya; b. pekerja/buruh mengajukan permintaan pengunduran diri, secara tertulis atas kemauan sendiri tanpa ada indikasi adanya tekanan/intimidasi dari pengusaha, berakhirnya hubungan kerja sesuai dengan perjanjian kerja waktu tertentu untuk pertama kali; c. pekerja/buruh mencapai usia pensiun sesuai dengan ketetapan dalam perjanjian kerja, peraturan perusahaan, perjanjian kerja bersama, atau peraturan perundang-undangan; atau d. pekerja/buruh meninggal dunia."
UU_No_13_Tahun_2003_cleaned.txt,BAB XII: PEMUTUSAN HUBUNGAN KERJA,PASAL 155,"(1) Pemutusan hubungan kerja tanpa penetapan sebagaimana dimaksud dalam Pasal 151 ayat (3) batal demi hukum. (2) Selama putusan lembaga penyelesaian perselisihan hubungan industrial belum ditetapkan, baik pengusaha maupun pekerja/buruh harus tetap melaksanakan segala kewajibannya. (3) Pengusaha dapat melakukan penyimpangan terhadap ketentuan sebagaimana dimaksud dalam ayat (2) berupa tindakan skorsing kepada pekerja/buruh yang sedang dalam proses pemutusan hubungan kerja dengan tetap wajib membayar upah beserta hak-hak lainnya yang biasa diterima pekerja/buruh."
UU_No_13_Tahun_2003_cleaned.txt,BAB XII: PEMUTUSAN HUBUNGAN KERJA,PASAL 156,"(1) Dalam hal terjadi pemutusan hubungan kerja, pengusaha diwajibkan membayar uang pesangon dan atau uang penghargaan masa kerja dan uang penggantian hak yang seharusnya diterima. (2) Perhitungan uang pesangon sebagaimana dimaksud dalam ayat (1) paling sedikit sebagai berikut a. masa kerja kurang dari 1 (satu) tahun, 1 (satu) bulan upah; b. masa kerja 1 (satu) tahun atau lebih tetapi kurang dari 2 (dua) tahun, 2 (dua) bulan upah; c. masa kerja 2 (dua) tahun atau lebih tetapi kurang dari 3 (tiga) tahun, 3 (tiga) bulan upah; d. masa kerja 3 (tiga) tahun atau lebih tetapi kurang dari 4 (empat) tahun, 4 (empat) bulan upah; e. masa kerja 4 (empat) tahun atau lebih tetapi kurang dari 5 (lima) tahun, 5 (lima) bulan upah; f. masa kerja 5 (lima) tahun atau lebih, tetapi kurang dari 6 (enam) tahun, 6 (enam) bulan upah; g. masa kerja 6 (enam) tahun atau lebih tetapi kurang dari 7 (tujuh) tahun, 7 (tujuh) bulan upah. h. masa kerja 7 (tujuh) tahun atau lebih tetapi kurang dari 8 (delapan) tahun, 8 (delapan) bulan upah; i. masa kerja 8 (delapan) tahun atau lebih, 9 (sembilan) bulan upah. (2) Perhitungan uang penghargaan masa kerja sebagaimana dimaksud dalam ayat (1) ditetapkan sebagai berikut: a. masa kerja 3 (tiga) tahun atau lebih tetapi kurang dari 6 (enam) tahun, 2 (dua) bulan upah; b. masa kerja 6 (enam) tahun atau lebih tetapi kurang dari 9 (sembilan) tahun, 3 (tiga) bulan upah; c. masa kerja 9 (sembilan) tahun atau lebih tetapi kurang dari 12 (dua belas) tahun, 4 (empat) bulan upah; d. masa kerja 12 (dua belas) tahun atau lebih tetapi kurang dari 15 (lima belas) tahun, 5 (lima) bulan upah; e. masa kerja 15 (lima belas) tahun atau lebih tetapi kurang dari 18 (delapan belas) tahun, 6 (enam) bulan upah; f. masa kerja 18 (delapan belas) tahun atau lebih tetapi kurang dari 21 (dua puluh satu) tahun, 7 (tujuh) bulan upah; g. masa kerja 21 (dua puluh satu) tahun atau lebih tetapi kurang dari 24 (dua puluh empat) tahun, 8 (delapan) bulan upah; h. masa kerja 24 (dua puluh empat) tahun atau lebih, 10 (sepuluh ) bulan upah. (3) Uang penggantian hak yang seharusnya diterima sebagaimana dimaksud dalam ayat (1) meliputi: a. cuti tahunan yang belum diambil dan belum gugur; b. biaya atau ongkos pulang untuk pekerja/buruh dan keluarganya ketempat dimana pekerja/buruh diterima bekerja; c. penggantian perumahan serta pengobatan dan perawatan ditetapkan 15% (lima belas perseratus) dari uang pesangon dan/atau uang penghargaan masa kerja bagi yang memenuhi syarat; d. hal-hal lain yang ditetapkan dalam perjanjian kerja, peraturan perusahaan atau perjanjian kerja bersama. (4) Perubahan perhitungan uang pesangon, perhitungan uang penghargaan masa kerja, dan uang penggantian hak ditjen Peratura"
UU_No_13_Tahun_2003_cleaned.txt,BAB XII: PEMUTUSAN HUBUNGAN KERJA,PASAL 157,"n Perundang-undanganPasal 157 (1) Komponen upah yang digunakan sebagai dasar perhitungan uang pesangon, uang penghargaan masa kerja, dan uang pengganti hak yang seharusnya diterima yang tertunda, terdiri atas: a. upah pokok; b. segala macam bentuk tunjangan yang bersifat tetap yang diberikan kepada pekerja/buruh dan keluarganya, termasuk harga pembelian dari catu yang diberikan kepada pekerja/buruh secara cuma-cuma, yang apabila catu harus dibayar pekerja/buruh dengan subsidi, maka sebagai upah dianggap selisih antara harga pembelian dengan harga yang harus dibayar oleh pekerja/buruh. (2) Dalam hal penghasilan pekerja/buruh dibayarkan atas dasar perhitungan harian, maka penghasilan sebulan adalah sama dengan 30 kali penghasilan sehari. (3) Dalam hal upah pekerja/buruh dibayarkan atas dasar perhitungan satuan hasil, potongan/borongan atau komisi, maka penghasilan sehari adalah sama dengan pendapatan rata-rata per hari selama 12 (dua belas) bulan terakhir, dengan ketentuan tidak boleh kurang dari ketentuan upah minimum provinsi atau kabupaten/kota. (4) Dalam hal pekerjaan tergantung pada keadaan cuaca dan upahnya didasarkan pada upah borongan, maka perhitungan upah sebulan dihitung dari upah rata-rata 12 (dua belas) bulan terakhir."
UU_No_13_Tahun_2003_cleaned.txt,BAB XII: PEMUTUSAN HUBUNGAN KERJA,PASAL 158,"(1) Pengusaha dapat memutuskan hubungan kerja terhadap pekerja/buruh dengan alasan pekerja/buruh telah melakukan kesalahan berat sebagai berikut: a. melakukan penipuan, pencurian, atau penggelapan barang dan/atau uang milik perusahaan; b. memberikan keterangan palsu atau yang dipalsukan sehingga merugikan perusahaan; c. mabuk, meminum minuman keras yang memabukkan, memakai dan/atau mengedarkan narkotika, psikotropika, dan zat adiktif lainnya di lingkungan kerja; d. melakukan perbuatan asusila atau perjudian di lingkungan kerja; e. menyerang, menganiaya, mengancam, atau mengintimidasi teman sekerja atau pengusaha di lingkungan kerja; f. membujuk teman sekerja atau pengusaha untuk melakukan perbuatan yang bertentangan dengan peraturan perundang-undangan; g. dengan ceroboh atau sengaja merusak atau membiarkan dalam keadaan bahaya barang milik perusahaan yang menimbulkan kerugian bagi perusahaan; h. dengan ceroboh atau sengaja membiarkan teman sekerja atau pengusaha dalam keadaan bahaya di tempat kerja; i. membongkar atau membocorkan rahasia perusahaan yang seharusnya dirahasiakan kecuali untuk kepentingan negara; atau j. melakukan perbuatan lainnya di lingkungan perusahaan yang diancam pidana penjara 5 (lima) tahun atau lebih. (2) Kesalahan berat sebagaimana dimaksud dalam ayat (1) harus didukung dengan bukti sebagai berikut: a. pekerja/buruh tertangkap tangan; b. ada pengakuan dari pekerja/buruh yang bersangkutan; atau c. bukti lain berupa laporan kejadian yang dibuat oleh pihak yang berwenang di perusahaan yang bersangkutan dan didukung oleh sekurang-kurangnya 2 (dua) orang saksi. (3) Pekerja/buruh yang diputus hubungan kerjanya berdasarkan alasan sebagaimana dimaksud dalam ayat (1), dapat memperoleh uang penggantian hak sebagaimana dimaksud dalam Pasal 156 ayat (4). (4) Bagi pekerja/buruh sebagaimana dimaksud dalam ayat (1) yang tugas dan fungsinya tidak mewakili kepentingan pengusaha secara langsung, selain uang penggantian hak sesuai dengan ketentuan Pasal 156 ayat (4) diberikan uang pisah yang besarnya dan pelaksanaannya diatur dalam perjanjian kerja, peraturan perusahaan, atau perjanjian kerja bersama."
UU_No_13_Tahun_2003_cleaned.txt,BAB XII: PEMUTUSAN HUBUNGAN KERJA,PASAL 159,"Apabila pekerja/buruh tidak menerima pemutusan hubungan kerja sebagaimana dimaksud dalam Pasal 158 ayat (1), pekerja/buruh yang bersangkutan dapat mengajukan gugatan ke lembaga penyelesaian perselisihan hubungan industrial."
UU_No_13_Tahun_2003_cleaned.txt,BAB XII: PEMUTUSAN HUBUNGAN KERJA,PASAL 160,"(1) Dalam hal pekerja/buruh ditahan pihak yang berwajib karena diduga melakukan tindak pidana bukan atas pengaduan pengusaha, maka pengusaha tidak wajib membayar upah tetapi wajib memberikan bantuan kepada keluarga pekerja/buruh yang menjadi tanggungannya dengan ketentuan sebagai berikut: a. untuk 1 (satu) orang tanggungan: 25% (dua puluh lima perseratus) dari upah; b. untuk 2 (dua) orang tanggungan: 35% (tiga puluh lima perseratus) dari upah; c. untuk 3 (tiga) orang tanggungan: 45% (empat puluh lima perseratus) dari upah; d. untuk 4 (empat) orang tanggungan atau lebih: 50% (lima puluh perseratus) dari upah. (2) Bantuan sebagaimana dimaksud dalam ayat (1) diberikan untuk paling lama 6 (enam) bulan takwin terhitung sejak hari pertama pekerja/buruh ditahan oleh pihak yang berwajib. (3) Pengusaha dapat melakukan pemutusan hubungan kerja terhadap pekerja/buruh yang setelah 6 (enam) bulan tidak ditjen Peraturan Perundang-undanganayat (1). (4) Dalam hal pengadilan memutuskan perkara pidana sebelum masa 6 (enam) bulan sebagaimana dimaksud dalam ayat (3) berakhir dan pekerja/buruh dinyatakan tidak bersalah, maka pengusaha wajib mempekerjakan pekerja/buruh kembali. (5) Dalam hal pengadilan memutuskan perkara pidana sebelum masa 6 (enam) bulan berakhir dan pekerja/buruh dinyatakan bersalah, maka pengusaha dapat melakukan pemutusan hubungan kerja kepada pekerja/buruh yang bersangkutan. (6) Pemutusan hubungan kerja sebagaimana dimaksud dalam ayat (3) dan ayat (5) dilakukan tanpa penetapan lembaga penyelesaian perselisihan hubungan industrial. (7) Pengusaha wajib membayar kepada pekerja/buruh yang mengalami pemutusan hubungan kerja sebagaimana dimaksud dalam ayat (3) dan ayat (5), uang penghargaan masa kerja 1 (satu) kali ketentuan Pasal 156 ayat (3) dan uang penggantian hak sesuai ketentuan dalam Pasal 156 ayat (4)."
UU_No_13_Tahun_2003_cleaned.txt,BAB XII: PEMUTUSAN HUBUNGAN KERJA,PASAL 161,"(1) Dalam hal pekerja/buruh melakukan pelanggaran ketentuan yang diatur dalam perjanjian kerja, peraturan perusahaan atau perjanjian kerja bersama, pengusaha dapat melakukan pemutusan hubungan kerja, setelah kepada pekerja/buruh yang bersangkutan diberikan surat peringatan pertama, kedua, dan ketiga secara berturut-turut. (2) Surat peringatan sebagaimana dimaksud dalam ayat (1) masing-masing berlaku untuk paling lama 6 (enam) bulan, kecuali ditetapkan lain dalam perjanjian kerja, peraturan perusahaan atau perjanjian kerja bersama. (3) Pekerja/buruh yang mengalami pemutusan hubungan kerja dengan alasan sebagaimana dimaksud dalam ayat (1) memperoleh uang pesangon sebesar 1 (satu) kali ketentuan Pasal 156 ayat (2), uang penghargaan masa kerja sebesar 1 (satu) kali ketentuan Pasal 156 ayat (3) dan uang penggantian hak sesuai ketentuan Pasal 156 ayat (4)."
UU_No_13_Tahun_2003_cleaned.txt,BAB XII: PEMUTUSAN HUBUNGAN KERJA,PASAL 162,"(1) Pekerja/buruh yang mengundurkan diri atas kemauan sendiri, memperoleh uang penggantian hak sesuai ketentuan Pasal 156 ayat (4). (2) Bagi pekerja/buruh yang mengundurkan diri atas kemauan sendiri, yang tugas dan fungsinya tidak mewakili kepentingan pengusaha secara langsung, selain menerima uang penggantian hak sesuai ketentuan Pasal 156 ayat (4) diberikan uang pisah yang besarnya dan pelaksanaannya diatur dalam perjanjian kerja, peraturan perusahaan atau perjanjian kerja bersama. (3) Pekerja/buruh yang mengundurkan diri sebagaimana dimaksud dalam ayat (1) harus memenuhi syarat: a. mengajukan permohonan pengunduran diri secara tertulis selambat-lambatnya 30 (tiga puluh) hari sebelum tanggal mulai pengunduran diri; b. tidak terikat dalam ikatan dinas; dan c. tetap melaksanakan kewajibannya sampai tanggal mulai pengunduran diri. (4) Pemutusan hubungan kerja dengan alasan pengunduran diri atas kemauan sendiri dilakukan tanpa penetapan lembaga penyelesaian perselisihan hubungan industrial."
UU_No_13_Tahun_2003_cleaned.txt,BAB XII: PEMUTUSAN HUBUNGAN KERJA,PASAL 163,"(1) Pengusaha dapat melakukan pemutusan hubungan kerja terhadap pekerja/buruh dalam hal terjadi perubahan status, penggabungan, peleburan, atau perubahan kepemilikan perusahaan dan pekerja/buruh tidak bersedia melanjutkan hubungan kerja, maka pekerja/buruh berhak atas uang pesangon sebesar 1 (satu) kali sesuai ketentuan Pasal 156 ayat (2), uang perhargaan masa kerja 1 (satu) kali ketentuan Pasal 156 ayat (3) dan uang penggantian hak sesuai ketentuan dalam Pasal 156 ayat (4). (2) Pengusaha dapat melakukan pemutusan hubungan kerja terhadap pekerja/buruh karena perubahan status, pengga- bungan, atau peleburan perusahaan, dan pengusaha tidak bersedia menerima pekerja/buruh di perusahaannya, maka pekerja/buruh berhak atas uang pesangon sebesar 2 (dua) kali ketentuan Pasal 156 ayat (2), uang penghargaan masa kerja 1 (satu) kali ketentuan dalam Pasal 156 ayat (3), dan uang penggantian hak sesuai ketentuan dalam Pasal 156 ayat (4)."
